Time;Iterations;Result;warmUp;Threads;ResponseSize;failures;RequestSize;Average
0:00:01;127;782.441929;true;100;6465;0;43053;313.86487337795285
0:00:02;311;8.49297;true;100;15823;0;105429;443.31581923794215
0:00:03;528;325.796636;true;100;26858;0;178992;477.41655123106034
0:00:04;735;368.087113;true;100;37392;0;249165;465.80729165986406
0:00:05;1027;236.088914;true;100;52239;0;348153;445.6174117857838
0:00:06;1282;98.372291;true;100;65219;0;434598;434.0059326817475
0:00:07;1564;36.008733;true;100;79571;0;530196;420.5090147065221
0:00:08;1813;269.186613;true;100;92233;0;614607;415.0825542746832
0:00:09;2084;89.294701;true;100;106022;0;706476;409.7799732495205
0:00:10;2380;135.592083;true;100;121065;0;806820;401.27040682731126
0:00:11;2648;549.267707;true;100;134694;0;897672;399.29856140219067
0:00:12;2886;306.693053;true;100;146801;0;978354;396.41212884823284
0:00:13;3148;143.223705;true;100;160128;0;1067172;397.8387036289708
0:00:14;3432;381.722958;true;100;174577;0;1163448;394.1393244612474
0:00:15;3702;389.492694;true;100;188324;0;1254978;391.04656376526236
0:00:16;3992;78.424236;true;100;203075;0;1353288;389.4965892354715
0:00:17;4277;229.941876;true;100;217564;0;1449903;385.97174072854875
0:00:18;4545;99.97468;true;100;231192;0;1540755;383.5958378990106
0:00:19;4729;385.903299;true;100;240546;0;1603131;391.164423763587
0:00:20;4992;337.096271;true;100;253929;0;1692288;388.800950234175
0:00:21;5194;242.624687;true;100;264195;0;1760766;391.93201641817524
0:00:22;5377;409.255472;true;100;273505;0;1822803;394.7628829356525
0:00:23;5512;179.643622;true;100;280381;0;1868568;402.1232363102328
0:00:24;5697;548.859728;true;100;289797;0;1931283;408.7484925301038
0:00:25;5831;869.674938;true;100;296617;0;1976709;412.73939086760424
0:00:26;6030;586.092913;true;100;306729;0;2044170;421.3153319295194
0:00:27;6175;164.374127;true;100;314104;0;2093325;423.70147674380627
0:00:28;6323;361.009021;true;100;321633;0;2143497;430.54999502071826
0:00:29;6478;454.761181;true;100;329525;0;2196042;435.56655822013
0:00:30;6645;302.464183;true;100;338025;0;2252655;440.59263240647135
0:00:31;6836;625.746383;true;100;347735;0;2317404;444.33392006480403
0:00:01;242;281.823871;false;100;17446;0;116277;514.8748761778428
0:00:02;451;549.905465;false;100;28079;0;187128;497.3995240163043
0:00:03;615;542.616836;false;100;36416;0;242724;512.0737845027934
0:00:04;795;928.005525;false;100;45577;0;303744;528.7578533370532
0:00:05;956;1060.629091;false;100;53768;0;358323;539.9562669167447
0:00:06;1166;483.956453;false;100;64449;0;429513;533.213966077347
0:00:07;1355;732.831294;false;100;74067;0;493584;529.2189553324167
0:00:08;1534;1557.937561;false;100;83167;0;554265;527.3929766850154
0:00:09;1731;277.351916;false;100;93189;0;621048;532.823850987991
0:00:10;1915;208.247749;false;100;102547;0;683424;534.5734019816468
0:00:11;2129;137.4951;false;100;113429;0;755970;528.7141340434974
0:00:12;2289;349.819521;false;100;121567;0;810210;530.6703688682006
0:00:13;2512;552.69781;false;100;132916;0;885807;528.9229386567165
0:00:14;2678;838.048647;false;100;141353;0;942081;524.5899403879092
0:00:15;2895;214.858865;false;100;152388;0;1015644;526.2133795337113
0:00:16;3098;788.056828;false;100;162716;0;1084461;522.1130818715222
0:00:17;3303;467.467638;false;100;173141;0;1153956;522.5945242796707
0:00:18;3515;194.122842;false;100;183924;0;1225824;518.5329225920901
0:00:19;3708;551.956514;false;100;193738;0;1291251;518.9510194565497
0:00:20;3920;331.641259;false;100;204523;0;1363119;515.3317014357119
0:00:21;4096;356.513201;false;100;213482;0;1422783;518.4259276011431
0:00:22;4309;784.903014;false;100;224326;0;1494990;516.3295191213148
